date_pre,date_post,region,erosion_km2,accretion_km2
2021-05-17,2021-06-16,rotes_kliff_kampen,0.0007,0.1762
2021-06-16,2021-06-28,rotes_kliff_kampen,0.1394,0.0069
2021-06-28,2021-08-03,rotes_kliff_kampen,0.0796,0.0642
2021-08-03,2021-08-27,rotes_kliff_kampen,0.0577,0.1396
2021-08-27,2021-09-02,rotes_kliff_kampen,0.0625,0.3662
2021-09-02,2021-09-26,rotes_kliff_kampen,0.4168,0.0005
2021-09-26,2021-10-02,rotes_kliff_kampen,0.0012,0.2717
2021-10-02,2021-11-01,rotes_kliff_kampen,0.0108,0.1932
2021-11-01,2021-11-07,rotes_kliff_kampen,0.4327,0.1597
2021-11-07,2021-12-01,rotes_kliff_kampen,0.189,0.1569
2021-12-01,2022-03-07,rotes_kliff_kampen,0.0437,0.2753
2022-03-07,2022-04-24,rotes_kliff_kampen,0.5209,0.0
2022-04-24,2022-05-06,rotes_kliff_kampen,0.0,0.1529
2022-05-06,2022-06-23,rotes_kliff_kampen,0.0108,0.103
2022-06-23,2022-07-17,rotes_kliff_kampen,0.1329,0.0538
2022-07-17,2022-08-22,rotes_kliff_kampen,0.0246,0.4543
2022-08-22,2022-09-03,rotes_kliff_kampen,0.5701,0.0
2022-09-03,2022-11-14,rotes_kliff_kampen,0.0196,0.041
2022-11-14,2022-12-20,rotes_kliff_kampen,0.0,0.478
2022-12-20,2023-01-25,rotes_kliff_kampen,0.3986,0.0
2023-01-25,2023-05-13,rotes_kliff_kampen,0.0504,0.0232
2023-05-13,2023-05-25,rotes_kliff_kampen,0.0307,0.0946
2023-05-25,2023-07-12,rotes_kliff_kampen,0.0631,0.214
2023-07-12,2023-08-05,rotes_kliff_kampen,0.1554,0.0593
2023-08-05,2023-09-10,rotes_kliff_kampen,0.0438,0.2445
2023-09-10,2024-07-30,rotes_kliff_kampen,0.1504,0.0117
2024-07-30,2024-12-09,rotes_kliff_kampen,0.0566,0.1047
2017-01-02,2017-01-08,west_coast_aggregate,1.7215,0.6906
2017-01-08,2017-01-14,west_coast_aggregate,2.2641,22.9127
2017-01-14,2017-02-01,west_coast_aggregate,23.7551,0.8477
2017-02-01,2017-03-15,west_coast_aggregate,2.2318,1.8464
2017-03-15,2017-04-14,west_coast_aggregate,0.4572,2.204
2017-04-14,2017-04-20,west_coast_aggregate,2.7327,0.3178
2017-04-20,2017-05-02,west_coast_aggregate,1.0182,0.0969
2017-05-02,2017-05-20,west_coast_aggregate,0.027,4.5421
2017-05-20,2017-06-13,west_coast_aggregate,3.0267,1.7363
2017-06-13,2017-06-19,west_coast_aggregate,2.0612,2.3894
2017-06-19,2017-07-13,west_coast_aggregate,2.5702,3.8921
2017-07-13,2017-08-18,west_coast_aggregate,3.7799,3.9542
2017-08-18,2017-10-23,west_coast_aggregate,1.7955,0.9458
2017-10-23,2017-11-22,west_coast_aggregate,1.505,0.8119
2017-11-22,2017-12-22,west_coast_aggregate,1.1767,0.5856
2017-12-22,2018-01-09,west_coast_aggregate,4.2264,0.4006
2018-01-09,2018-01-21,west_coast_aggregate,0.4013,3.8004
2018-01-21,2018-01-27,west_coast_aggregate,0.3238,0.4779
2018-01-27,2018-02-20,west_coast_aggregate,0.294,0.3335
2018-02-20,2018-04-09,west_coast_aggregate,1.2376,0.1544
2018-04-09,2018-05-03,west_coast_aggregate,0.1627,2.4865
2018-05-03,2018-05-09,west_coast_aggregate,2.2634,0.1767
2018-05-09,2018-05-21,west_coast_aggregate,0.1089,0.3203
2018-05-21,2018-06-02,west_coast_aggregate,0.0223,1.146
2018-06-02,2018-07-02,west_coast_aggregate,0.0885,1.4208
2018-07-02,2018-07-08,west_coast_aggregate,2.0231,1.6163
2018-07-08,2018-08-01,west_coast_aggregate,1.1032,2.328
2018-08-01,2018-08-07,west_coast_aggregate,1.5185,5.2332
2018-08-07,2018-08-31,west_coast_aggregate,6.9362,2.2359
2018-08-31,2018-09-12,west_coast_aggregate,0.8084,1.1382
2018-09-12,2018-11-11,west_coast_aggregate,2.2464,2.3335
2018-11-11,2018-11-17,west_coast_aggregate,2.3503,0.0141
2018-11-17,2018-11-29,west_coast_aggregate,0.3067,1.3047
2018-11-29,2018-12-11,west_coast_aggregate,0.6635,10.2523
2018-12-11,2019-01-10,west_coast_aggregate,9.1072,0.9847
2019-01-10,2019-02-09,west_coast_aggregate,1.1114,1.1179
2019-02-09,2019-03-17,west_coast_aggregate,1.1199,1.5034
2019-03-17,2019-03-29,west_coast_aggregate,3.1571,0.4402
2019-03-29,2019-04-10,west_coast_aggregate,0.8126,0.4679
2019-04-10,2019-04-28,west_coast_aggregate,0.1682,2.6088
2019-04-28,2019-05-22,west_coast_aggregate,3.7317,2.2981
2019-05-22,2019-05-28,west_coast_aggregate,1.538,3.3266
2019-05-28,2019-06-21,west_coast_aggregate,2.2125,0.7056
2019-06-21,2019-06-27,west_coast_aggregate,1.8111,3.4005
2019-06-27,2019-07-27,west_coast_aggregate,3.9614,0.6595
2019-07-27,2019-08-26,west_coast_aggregate,0.0389,1.5358
2019-08-26,2019-09-19,west_coast_aggregate,1.1238,11.1779
2019-09-19,2019-09-25,west_coast_aggregate,10.8865,1.2923
2019-09-25,2019-10-25,west_coast_aggregate,0.7651,2.9169
2019-10-25,2019-11-18,west_coast_aggregate,3.0115,0.3753
2019-11-18,2019-11-30,west_coast_aggregate,0.4062,1.9516
2019-11-30,2020-02-10,west_coast_aggregate,2.8559,1.3503
2020-02-10,2020-03-05,west_coast_aggregate,2.2914,2.3977
2020-03-05,2020-03-11,west_coast_aggregate,2.0522,1.0479
2020-03-11,2020-04-16,west_coast_aggregate,2.2195,0.6982
2020-04-16,2020-04-28,west_coast_aggregate,0.6307,0.9683
2020-04-28,2020-05-16,west_coast_aggregate,1.7052,1.7595
2020-05-16,2020-05-28,west_coast_aggregate,1.4036,3.8175
2020-05-28,2020-06-09,west_coast_aggregate,2.0618,2.1783
2020-06-09,2020-06-15,west_coast_aggregate,2.043,0.017
2020-06-15,2020-06-27,west_coast_aggregate,0.1366,0.3229
2020-06-27,2020-07-09,west_coast_aggregate,0.0868,2.0982
2020-07-09,2020-07-15,west_coast_aggregate,0.6983,7.7432
2020-07-15,2020-08-08,west_coast_aggregate,8.8498,0.2518
2020-08-08,2020-08-14,west_coast_aggregate,0.6216,0.0496
2020-08-14,2020-09-07,west_coast_aggregate,0.2405,2.4278
2020-09-07,2020-10-13,west_coast_aggregate,1.6834,1.3407
2020-10-13,2020-11-06,west_coast_aggregate,1.4661,0.6544
2020-11-06,2020-11-18,west_coast_aggregate,0.4099,1.0379
2020-11-18,2020-12-06,west_coast_aggregate,1.4686,0.5682
2020-12-06,2020-12-18,west_coast_aggregate,0.1526,1.3824
2020-12-18,2021-01-05,west_coast_aggregate,2.4468,0.0727
2021-01-05,2021-01-17,west_coast_aggregate,0.5447,0.5478
2021-01-17,2021-03-18,west_coast_aggregate,0.3846,1.909
2021-03-18,2021-03-24,west_coast_aggregate,2.2014,0.476
2021-03-24,2021-04-17,west_coast_aggregate,0.6501,0.8133
2021-04-17,2021-05-17,west_coast_aggregate,0.2379,0.6796
2021-05-17,2021-06-16,west_coast_aggregate,0.0244,1.4854
2021-06-16,2021-06-28,west_coast_aggregate,1.0807,0.1012
2021-06-28,2021-08-03,west_coast_aggregate,0.8177,0.388
2021-08-03,2021-08-27,west_coast_aggregate,0.6289,0.7724
2021-08-27,2021-09-02,west_coast_aggregate,0.3383,2.8183
2021-09-02,2021-09-26,west_coast_aggregate,2.9775,0.0127
2021-09-26,2021-10-02,west_coast_aggregate,0.015,1.9687
2021-10-02,2021-11-01,west_coast_aggregate,0.4727,1.7542
2021-11-01,2021-11-07,west_coast_aggregate,2.9417,1.1276
2021-11-07,2021-12-01,west_coast_aggregate,1.7589,1.7233
2021-12-01,2022-03-07,west_coast_aggregate,0.6926,2.4406
2022-03-07,2022-04-24,west_coast_aggregate,4.3998,0.0078
2022-04-24,2022-05-06,west_coast_aggregate,0.0044,1.4081
2022-05-06,2022-06-23,west_coast_aggregate,0.0821,0.896
2022-06-23,2022-07-17,west_coast_aggregate,1.1146,0.4246
2022-07-17,2022-08-22,west_coast_aggregate,0.2365,3.2337
2022-08-22,2022-09-03,west_coast_aggregate,4.255,0.0698
2022-09-03,2022-11-14,west_coast_aggregate,0.4165,0.5267
2022-11-14,2022-12-20,west_coast_aggregate,0.0072,3.7424
2022-12-20,2023-01-25,west_coast_aggregate,2.7824,0.0582
2023-01-25,2023-05-13,west_coast_aggregate,0.5548,0.4171
2023-05-13,2023-05-25,west_coast_aggregate,0.459,0.5377
2023-05-25,2023-07-12,west_coast_aggregate,0.408,1.5729
2023-07-12,2023-08-05,west_coast_aggregate,1.099,0.2859
2023-08-05,2023-09-10,west_coast_aggregate,0.2509,2.2773
2023-09-10,2024-07-30,west_coast_aggregate,1.1417,0.1006
2024-07-30,2024-12-09,west_coast_aggregate,0.4007,0.7752
